DateTime,zone1,zone2,zone3,zone4,zone5,zone6,zone7
1/16/23 8:50,"14,08","36,89","50,96","20,62","20,07","19,19","57,75"
1/16/23 9:00,"15,70","38,20","51,90","23,92","19,27","19,31","56,86"
1/16/23 9:10,"14,16","39,10","51,55","25,58","18,55","19,67","63,53"
1/16/23 9:20,"14,72","38,99","48,04","24,57","16,16","19,99","60,78"
1/16/23 9:30,"15,91","38,11","52,09","23,88","14,68","20,58","63,71"
1/16/23 9:40,"14,28","39,34","57,86","23,72","14,96","20,46","64,05"
1/16/23 9:50,"14,50","41,95","53,83","24,04","14,98","19,96","63,85"
1/16/23 10:00,"15,18","43,22","52,16","24,18","15,82","20,25","65,81"
1/16/23 10:10,"14,25","43,94","53,82","24,06","15,36","20,31","64,59"
1/16/23 10:20,"14,31","44,36","55,58","23,64","15,43","20,45","63,45"
1/16/23 10:30,"14,80","47,46","58,86","23,54","14,47","20,38","62,17"
1/16/23 10:40,"14,41","47,44","58,42","25,01","14,57","20,72","62,58"
1/16/23 10:50,"14,53","46,49","56,92","21,73","14,91","20,71","64,71"
1/16/23 11:00,"14,48","45,72","59,52","21,68","14,25","20,78","72,23"
1/16/23 11:10,"14,61","45,35","57,13","22,28","14,90","20,91","77,34"
1/16/23 11:20,"14,58","45,87","55,71","23,50","13,84","20,90","78,66"
1/16/23 11:30,"15,14","47,44","54,29","25,57","14,05","20,94","82,56"
1/16/23 11:40,"15,00","48,89","55,69","23,17","13,26","20,54","70,40"
1/16/23 11:50,"13,75","48,57","57,23","22,95","12,84","20,17","74,90"
1/16/23 12:00,"14,69","50,04","57,82","23,39","12,37","20,07","73,93"
1/16/23 12:10,"15,26","51,02","57,39","23,88","11,42","20,14","70,48"
1/16/23 12:20,"15,45","50,44","58,10","23,92","12,00","20,10","71,03"
1/16/23 12:30,"15,66","52,10","58,87","23,83","11,95","19,70","71,53"
1/16/23 12:40,"17,29","51,33","55,07","24,18","11,72","19,89","72,74"
1/16/23 12:50,"17,77","52,50","55,56","23,73","11,53","19,49","77,35"
1/16/23 13:00,"17,03","52,94","56,18","23,73","10,98","20,21","86,28"
1/16/23 13:10,"16,88","52,50","53,48","23,46","10,87","20,45","107,91"
1/16/23 13:20,"17,57","51,92","53,13","24,34","10,94","20,18","107,86"
1/16/23 13:30,"17,22","49,96","54,10","23,31","11,11","19,81","102,21"
1/16/23 13:40,"16,76","50,10","51,96","24,09","10,92","20,16","110,53"
1/16/23 13:50,"16,05","48,17","51,48","24,25","10,68","19,63","103,52"
1/16/23 14:00,"16,39","46,85","52,04","24,15","10,63","19,71","97,10"
1/16/23 14:10,"16,34","45,79","50,49","28,65","11,15","19,58","102,54"
1/16/23 14:20,"15,74","46,67","49,71","30,53","11,45","19,57","106,65"
1/16/23 14:30,"16,66","46,00","50,22","28,50","11,40","19,30","108,36"
1/16/23 14:40,"16,27","45,86","50,34","24,51","11,73","19,41","105,57"
1/16/23 14:50,"16,74","48,35","50,76","28,05","10,89","19,21","105,34"
1/16/23 15:00,"17,10","46,93","48,41","33,91","11,71","19,32","99,40"
1/16/23 15:10,"27,25","46,35","46,17","34,89","11,24","19,16","92,28"
1/16/23 15:20,"32,53","43,40","48,51","41,31","10,77","18,90","80,45"
1/16/23 15:30,"32,12","43,19","45,27","40,11","11,65","19,04","83,95"
1/16/23 15:40,"32,04","41,98","46,31","40,37","12,54","19,18","74,05"
1/16/23 15:50,"31,91","43,19","45,59","40,19","13,98","19,14","82,91"
1/16/23 16:00,"32,44","43,48","45,74","41,31","17,23","19,59","77,29"
1/16/23 16:10,"31,99","44,06","46,84","42,78","18,13","19,39","73,62"
1/16/23 16:20,"33,52","44,67","47,51","37,61","18,34","18,75","76,58"
1/16/23 16:30,"31,51","43,46","46,76","37,38","16,28","19,02","73,10"
1/16/23 16:40,"32,75","46,75","44,47","37,21","16,97","18,95","73,13"
1/16/23 16:50,"31,83","45,29","44,65","36,52","18,59","18,63","77,21"
1/16/23 17:00,"32,88","44,71","44,96","35,25","19,69","18,72","76,59"
1/16/23 17:10,"32,93","44,47","44,68","35,89","19,08","18,65","75,33"
1/16/23 17:20,"32,21","43,50","45,87","34,59","18,58","19,39","73,88"
1/16/23 17:30,"31,68","43,29","45,11","33,79","17,35","19,27","75,03"
1/16/23 17:40,"30,24","45,36","44,15","34,00","17,35","18,89","76,64"
1/16/23 17:50,"31,40","45,95","45,00","29,46","16,82","19,16","70,78"
1/16/23 18:00,"31,45","45,65","44,98","27,00","18,21","19,22","73,90"
1/16/23 18:10,"31,27","48,30","48,11","27,71","17,86","19,92","74,96"
1/16/23 18:20,"31,53","50,70","49,76","28,42","17,93","21,64","73,88"
1/16/23 18:30,"32,32","58,88","51,43","29,46","18,41","21,97","67,12"
1/16/23 18:40,"36,08","59,84","56,22","29,34","17,99","24,55","71,17"
1/16/23 18:50,"34,68","59,35","60,67","29,72","16,07","25,92","63,89"
1/16/23 19:00,"34,54","57,50","66,07","30,11","16,09","25,67","68,28"
1/16/23 19:10,"34,34","56,44","67,73","29,59","15,49","25,56","73,43"
1/16/23 19:20,"34,62","56,32","65,99","30,27","14,88","25,73","72,35"
1/16/23 19:30,"33,54","56,11","67,08","30,11","15,04","26,32","72,41"
1/16/23 19:40,"32,44","57,33","64,82","29,69","15,60","25,76","70,90"
1/16/23 19:50,"31,81","54,49","63,79","27,90","15,30","25,48","71,25"
1/16/23 20:00,"30,61","55,25","62,02","27,22","14,74","25,96","72,29"
1/16/23 20:10,"31,11","56,62","61,34","27,28","13,86","25,60","66,62"
1/16/23 20:20,"30,26","56,65","59,94","27,16","12,79","25,45","71,06"
1/16/23 20:30,"30,82","56,72","59,51","26,97","12,88","25,73","69,70"
1/16/23 20:40,"30,36","54,52","59,14","26,71","12,75","25,71","64,33"
1/16/23 20:50,"30,95","56,95","59,22","26,81","11,47","25,77","61,59"
1/16/23 21:00,"30,28","58,59","59,31","26,93","10,42","25,49","62,23"
1/16/23 21:10,"31,04","56,81","58,46","26,87","10,31","25,36","65,22"
1/16/23 21:20,"29,23","60,07","56,99","26,56","10,49","25,69","62,22"
1/16/23 21:30,"29,88","54,89","57,23","26,09","10,51","25,08","65,03"
1/16/23 21:40,"29,87","52,28","58,62","26,46","11,18","25,12","65,89"
1/16/23 21:50,"30,39","49,88","56,61","26,81","11,44","25,91","63,89"
1/16/23 22:00,"30,58","50,51","55,09","26,29","11,12","26,05","63,34"
1/16/23 22:10,"30,35","50,07","55,71","25,57","10,87","25,99","64,18"
1/16/23 22:20,"30,75","48,52","52,47","21,84","10,97","26,08","67,03"
1/16/23 22:30,"31,03","49,35","52,67","21,40","10,87","25,55","64,34"
1/16/23 22:40,"31,14","47,85","52,28","20,64","10,79","25,40","67,67"
1/16/23 22:50,"29,97","47,34","52,56","20,43","10,62","25,40","66,80"
1/16/23 23:00,"29,84","44,33","50,46","20,08","10,93","24,86","67,00"
1/16/23 23:10,"29,79","42,61","48,03","20,03","10,91","24,81","71,17"
1/16/23 23:20,"29,48","40,38","48,04","19,75","10,57","24,77","71,88"
1/16/23 23:30,"29,65","39,40","47,63","19,45","10,42","25,11","75,92"
1/16/23 23:40,"29,42","37,57","46,72","19,54","10,30","24,70","69,21"
1/16/23 23:50,"29,66","37,34","46,66","20,00","10,02","24,46","68,20"
1/17/23 0:00,"29,20","37,33","46,53","20,91","10,22","24,40","68,49"
1/17/23 0:10,"29,50","35,52","46,71","21,11","9,78","24,62","66,99"
1/17/23 0:20,"28,83","34,59","43,94","20,66","9,96","24,55","65,54"
1/17/23 0:30,"29,63","34,92","44,17","20,84","9,79","24,32","67,76"
1/17/23 0:40,"28,57","33,65","44,92","20,18","9,52","23,96","67,87"
1/17/23 0:50,"29,47","32,84","45,01","19,94","9,40","23,79","61,72"
1/17/23 1:00,"28,95","30,31","43,73","20,32","9,36","23,76","64,59"
1/17/23 1:10,"29,05","31,04","43,47","20,32","9,41","23,52","68,73"
1/17/23 1:20,"29,35","30,99","43,43","20,13","9,54","23,41","67,87"
1/17/23 1:30,"28,75","29,96","41,93","19,93","9,67","23,48","69,22"
1/17/23 1:40,"29,63","29,41","42,54","19,73","9,48","23,41","70,36"
1/17/23 1:50,"28,63","30,62","43,32","19,12","9,37","23,46","69,00"
1/17/23 2:00,"29,13","29,49","42,51","19,23","9,42","23,51","71,50"
1/17/23 2:10,"29,17","28,12","41,11","19,27","9,47","23,97","66,01"
1/17/23 2:20,"28,69","28,94","41,48","19,23","9,50","23,72","69,52"
1/17/23 2:30,"29,36","28,76","39,96","19,35","9,52","23,00","67,38"
1/17/23 2:40,"29,10","29,90","39,41","19,10","9,48","23,41","65,74"
1/17/23 2:50,"29,93","30,08","40,77","19,14","9,49","22,92","64,81"
1/17/23 3:00,"29,52","29,03","41,20","19,12","8,94","22,95","65,53"
1/17/23 3:10,"29,71","28,89","40,30","19,13","8,92","22,97","65,17"
1/17/23 3:20,"29,23","29,35","40,56","19,30","8,75","23,04","66,56"
1/17/23 3:30,"29,15","30,13","41,63","19,05","8,77","22,89","67,24"
1/17/23 3:40,"29,11","29,34","40,06","19,17","8,78","22,93","57,86"
1/17/23 3:50,"28,61","29,60","39,57","19,16","8,99","22,91","63,50"
1/17/23 4:00,"29,50","31,07","41,06","19,25","9,03","23,18","62,47"
1/17/23 4:10,"31,05","31,65","40,89","19,74","9,08","23,05","62,15"
1/17/23 4:20,"29,61","31,35","38,59","19,32","9,71","22,64","64,19"
1/17/23 4:30,"29,61","31,22","40,63","19,55","10,11","22,59","63,49"
1/17/23 4:40,"28,61","29,59","40,85","19,08","10,57","23,34","67,23"
1/17/23 4:50,"29,87","29,93","40,08","19,59","10,21","23,32","67,45"
1/17/23 5:00,"29,41","26,83","40,75","19,58","10,10","22,92","66,79"
1/17/23 5:10,"29,57","27,82","41,19","18,18","10,79","22,93","68,83"
1/17/23 5:20,"29,53","27,94","40,25","17,03","11,50","22,79","71,43"
1/17/23 5:30,"29,60","29,35","41,98","17,13","14,05","22,55","68,87"
1/17/23 5:40,"29,31","29,30","42,38","17,54","15,41","22,81","69,40"
1/17/23 5:50,"29,31","28,66","41,53","17,43","14,65","23,22","64,37"
1/17/23 6:00,"30,06","32,44","42,31","17,87","14,69","23,52","66,65"
1/17/23 6:10,"28,83","32,79","41,09","18,58","15,64","23,70","66,25"
1/17/23 6:20,"29,49","36,51","42,40","18,67","16,48","23,71","69,79"
1/17/23 6:30,"28,88","38,13","48,02","18,09","16,63","24,03","75,57"
1/17/23 6:40,"28,93","37,13","47,21","18,11","17,63","23,98","70,35"
1/17/23 6:50,"29,41","36,52","45,97","20,62","18,22","23,82","75,58"
1/17/23 7:00,"29,67","36,05","49,22","21,29","19,20","23,25","70,96"
1/17/23 7:10,"30,46","36,44","47,60","21,09","20,62","22,66","72,52"
1/17/23 7:20,"29,13","35,73","48,92","21,00","19,85","22,49","73,68"
1/17/23 7:30,"30,02","34,03","50,63","20,92","18,89","21,73","79,35"
1/17/23 7:40,"30,11","32,85","53,07","20,29","18,14","19,94","84,35"
1/17/23 7:50,"31,32","33,61","52,09","20,44","19,13","19,12","82,16"
1/17/23 8:00,"33,74","33,00","53,16","21,21","19,91","19,20","82,38"
1/17/23 8:10,"33,37","34,63","55,17","20,55","20,62","18,88","76,24"
1/17/23 8:20,"32,69","34,96","57,85","20,47","20,81","19,33","82,48"
1/17/23 8:30,"31,00","33,88","57,36","21,82","19,87","19,45","87,73"
1/17/23 8:40,"27,49","34,03","57,91","25,00","19,42","19,62","79,25"
1/17/23 8:50,"28,68","32,77","57,24","24,87","19,29","19,39","70,63"
1/17/23 9:00,"27,45","34,01","56,86","22,85","18,15","19,60","69,27"
1/17/23 9:10,"28,67","35,62","56,71","24,39","18,17","19,63","70,24"
1/17/23 9:20,"30,01","36,34","55,71","24,19","18,97","19,66","48,51"
1/17/23 9:30,"29,76","36,43","58,86","24,51","18,99","19,59","46,96"
1/17/23 9:40,"31,73","37,65","62,12","23,69","18,70","19,47","52,87"
1/17/23 9:50,"30,60","41,41","59,61","22,77","18,40","19,21","54,04"
1/17/23 10:00,"31,17","44,14","57,11","25,80","18,21","19,57","54,56"
1/17/23 10:10,"31,00","45,32","49,93","26,20","17,87","19,57","59,93"
1/17/23 10:20,"31,38","47,98","51,61","30,60","16,74","19,44","57,91"
1/17/23 10:30,"31,64","46,91","53,56","30,33","15,16","20,02","59,12"
1/17/23 10:40,"33,30","45,20","53,41","34,27","13,87","19,77","60,32"
1/17/23 10:50,"35,10","48,59","53,18","33,57","13,67","20,37","58,64"
1/17/23 11:00,"37,85","49,01","52,04","33,15","12,58","20,84","63,72"
1/17/23 11:10,"40,28","48,75","51,14","32,39","12,86","20,65","66,88"
1/17/23 11:20,"40,23","48,17","57,28","31,97","12,84","20,51","70,81"
1/17/23 11:30,"38,42","49,31","67,77","26,07","12,83","20,40","67,88"
1/17/23 11:40,"39,78","49,89","68,22","25,24","13,02","21,44","58,62"
1/17/23 11:50,"41,25","50,54","66,76","27,79","11,90","21,06","62,20"
1/17/23 12:00,"39,42","51,22","69,06","26,76","11,59","20,79","52,83"
1/17/23 12:10,"38,79","50,14","70,86","26,35","11,81","20,87","51,92"
1/17/23 12:20,"39,01","51,21","69,16","24,37","12,27","20,87","52,80"
1/17/23 12:30,"37,81","50,39","68,01","22,72","10,84","21,17","47,97"
1/17/23 12:40,"37,84","50,43","71,15","23,19","10,66","21,12","52,00"
1/17/23 12:50,"36,57","50,27","70,51","20,31","10,60","21,32","43,99"
1/17/23 13:00,"35,96","49,52","67,65","20,11","9,71","21,43","45,92"
1/17/23 13:10,"35,81","51,05","67,32","19,70","10,31","21,20","50,22"
1/17/23 13:20,"36,20","51,71","66,26","21,29","11,02","20,89","59,18"
1/17/23 13:30,"35,24","51,03","62,69","20,15","10,25","21,39","49,29"
1/17/23 13:40,"33,31","51,87","64,26","19,71","11,21","20,89","49,37"
1/17/23 13:50,"34,67","51,92","64,30","22,60","11,28","20,72","47,13"
1/17/23 14:00,"37,55","48,30","62,79","26,21","9,91","20,64","48,76"
1/17/23 14:10,"37,04","48,07","64,30","24,38","10,01","20,70","43,52"
1/17/23 14:20,"33,92","48,13","62,59","27,02","11,11","21,03","52,49"
1/17/23 14:30,"33,62","48,92","63,91","27,80","11,77","20,10","54,16"
1/17/23 14:40,"33,34","46,49","62,58","25,81","11,12","20,31","54,97"
1/17/23 14:50,"33,84","48,43","59,91","26,93","10,44","20,11","54,72"
1/17/23 15:00,"33,50","45,97","58,19","23,52","10,27","20,18","50,19"
1/17/23 15:10,"33,29","45,82","60,03","23,35","11,25","19,93","55,79"
1/17/23 15:20,"32,73","44,32","61,21","23,08","11,10","19,76","55,27"
1/17/23 15:30,"33,62","44,81","58,51","25,04","11,31","19,96","49,49"
1/17/23 15:40,"34,12","48,44","58,76","25,22","16,44","20,18","45,98"
1/17/23 15:50,"34,86","47,07","60,68","25,11","16,97","19,82","48,86"
1/17/23 16:00,"34,42","47,65","59,30","25,46","17,32","19,88","46,64"
1/17/23 16:10,"34,09","48,99","57,57","26,12","16,79","20,17","47,09"
1/17/23 16:20,"34,21","47,43","57,42","25,45","15,27","20,51","44,29"
1/17/23 16:30,"33,00","46,69","58,42","25,50","15,04","20,02","47,56"
1/17/23 16:40,"30,84","44,72","53,81","25,32","16,87","20,50","46,08"
1/17/23 16:50,"30,56","42,53","52,38","25,27","17,74","20,13","46,62"
1/17/23 17:00,"30,91","42,77","53,85","20,79","18,02","19,89","43,08"
1/17/23 17:10,"30,63","40,87","53,66","18,40","18,14","20,22","48,48"
1/17/23 17:20,"30,52","40,77","53,03","18,38","18,47","19,99","50,55"
1/17/23 17:30,"29,18","38,81","55,80","18,65","17,91","19,87","49,18"
1/17/23 17:40,"31,31","41,71","64,05","19,08","17,44","20,15","54,13"
1/17/23 17:50,"32,23","42,38","65,58","18,74","17,95","20,46","55,16"
1/17/23 18:00,"33,07","45,05","66,45","19,38","19,27","20,79","49,53"
1/17/23 18:10,"33,51","46,60","70,98","20,02","19,55","20,84","49,32"
1/17/23 18:20,"33,46","50,52","73,57","21,01","19,68","22,43","52,66"
1/17/23 18:30,"34,20","55,06","75,32","22,19","18,93","25,21","49,85"
1/17/23 18:40,"34,08","55,16","77,49","22,37","18,35","26,33","48,46"
1/17/23 18:50,"33,54","55,60","78,96","22,50","18,16","26,46","45,17"
1/17/23 19:00,"32,65","53,10","78,92","21,87","17,82","26,67","44,27"
1/17/23 19:10,"32,25","53,22","76,83","24,18","17,42","26,84","43,25"
1/17/23 19:20,"31,55","54,48","75,65","27,71","17,36","26,98","45,40"
1/17/23 19:30,"32,06","53,35","78,62","30,69","17,23","26,86","46,33"
1/17/23 19:40,"31,08","53,77","79,93","29,98","15,29","26,92","45,55"
1/17/23 19:50,"30,67","54,42","77,11","27,85","15,56","26,78","49,06"
1/17/23 20:00,"31,12","53,26","78,46","25,46","15,03","27,02","46,50"
1/17/23 20:10,"30,92","54,66","79,13","23,29","13,88","27,01","45,58"
1/17/23 20:20,"30,76","53,08","77,29","20,91","12,06","27,05","46,84"
1/17/23 20:30,"30,35","55,83","74,03","22,92","10,72","27,29","46,61"
1/17/23 20:40,"29,14","52,83","73,41","27,01","11,05","26,85","45,89"
1/17/23 20:50,"29,31","53,21","75,78","28,71","11,10","26,75","44,93"
1/17/23 21:00,"29,27","52,68","74,71","28,66","10,82","26,72","42,05"
1/17/23 21:10,"29,15","53,75","72,34","28,92","10,71","26,59","45,95"
1/17/23 21:20,"28,98","54,36","72,94","28,01","10,35","26,62","47,37"
1/17/23 21:30,"29,21","51,60","72,20","27,93","9,95","26,36","43,80"
1/17/23 21:40,"29,12","51,87","69,77","28,15","10,14","26,73","43,76"
1/17/23 21:50,"28,30","51,49","71,39","27,59","10,29","26,42","40,00"
1/17/23 22:00,"28,82","52,82","71,87","27,93","10,39","26,19","44,18"
1/17/23 22:10,"28,47","50,65","69,56","27,91","10,32","26,76","42,19"
1/17/23 22:20,"28,24","49,58","67,71","28,27","10,31","26,88","47,97"
1/17/23 22:30,"28,64","49,00","67,91","29,88","10,00","26,53","43,75"
1/17/23 22:40,"28,71","50,37","68,76","30,79","10,64","26,41","45,30"
1/17/23 22:50,"28,95","48,12","64,53","32,46","10,96","26,28","47,95"
1/17/23 23:00,"29,39","45,79","64,44","31,02","10,42","26,55","45,67"
1/17/23 23:10,"29,30","42,01","64,56","30,55","9,97","25,66","51,18"
1/17/23 23:20,"28,63","41,90","62,50","29,60","10,03","25,14","69,21"
1/17/23 23:30,"28,83","41,81","61,71","30,15","10,03","25,06","73,70"
1/17/23 23:40,"28,73","39,11","62,19","30,21","9,68","25,45","69,96"
1/17/23 23:50,"29,25","38,19","60,88","29,44","9,70","24,89","77,25"
1/18/23 0:00,"29,00","36,25","61,83","29,90","9,44","24,51","74,87"
1/18/23 0:10,"28,61","35,25","60,06","29,50","9,35","24,82","73,34"
1/18/23 0:20,"28,89","33,60","59,71","29,40","9,28","24,66","72,59"
1/18/23 0:30,"29,39","33,37","60,88","29,57","9,25","24,46","70,17"
1/18/23 0:40,"29,78","31,70","59,13","29,55","8,96","24,33","78,07"
1/18/23 0:50,"28,94","31,05","60,56","29,71","8,82","24,32","74,34"
1/18/23 1:00,"28,90","29,73","59,10","29,42","8,89","23,75","74,26"
1/18/23 1:10,"29,25","27,70","59,43","31,27","8,86","23,55","72,23"
1/18/23 1:20,"28,44","29,29","60,32","30,91","8,64","23,65","72,08"
1/18/23 1:30,"28,71","29,34","57,38","30,84","8,66","23,98","71,47"
1/18/23 1:40,"28,64","29,24","58,17","30,72","8,45","23,62","63,09"
1/18/23 1:50,"29,19","30,00","56,94","30,51","8,50","23,81","67,56"
1/18/23 2:00,"28,48","31,42","57,18","30,64","8,47","23,96","71,71"
1/18/23 2:10,"28,73","30,37","57,47","30,27","8,59","23,59","76,13"
1/18/23 2:20,"28,86","29,09","58,72","30,72","8,42","23,46","81,27"
1/18/23 2:30,"28,64","30,51","55,98","30,32","8,37","23,51","79,96"
1/18/23 2:40,"28,43","31,58","57,24","30,70","8,19","23,36","66,67"
1/18/23 2:50,"28,71","29,13","56,59","32,09","8,48","23,22","80,88"
1/18/23 3:00,"28,73","27,61","56,00","32,30","8,49","23,38","73,85"
1/18/23 3:10,"28,54","26,85","58,01","32,28","8,28","23,33","74,43"
1/18/23 3:20,"27,46","27,39","55,79","32,37","8,10","23,05","72,11"
1/18/23 3:30,"28,12","26,50","55,45","32,16","7,96","23,14","71,35"
1/18/23 3:40,"28,65","27,55","56,73","31,93","8,08","23,41","69,10"
1/18/23 3:50,"27,95","28,45","55,16","32,30","8,21","22,84","69,61"
1/18/23 4:00,"28,25","28,68","55,60","32,73","8,34","23,22","71,63"
1/18/23 4:10,"28,69","30,96","57,72","32,46","8,44","23,14","73,66"
1/18/23 4:20,"28,71","30,39","55,09","32,60","8,51","23,32","67,56"
1/18/23 4:30,"28,24","31,59","55,98","32,31","11,39","22,98","68,00"
1/18/23 4:40,"28,45","29,66","57,52","32,47","13,12","23,34","70,15"
1/18/23 4:50,"28,72","29,74","56,43","32,39","12,22","23,31","75,31"
1/18/23 5:00,"29,03","28,79","57,12","32,39","11,52","23,24","72,58"
1/18/23 5:10,"28,90","30,01","56,99","32,30","11,02","23,17","77,85"
1/18/23 5:20,"28,94","27,09","56,26","31,96","12,06","23,12","78,34"
1/18/23 5:30,"28,71","28,63","55,29","32,19","13,17","22,98","72,62"
1/18/23 5:40,"28,72","27,48","54,75","33,16","13,61","23,37","66,05"
1/18/23 5:50,"28,06","30,33","56,73","33,00","14,60","23,96","56,92"
1/18/23 6:00,"28,07","31,28","58,32","33,18","16,39","23,69","46,24"
1/18/23 6:10,"29,07","33,14","57,93","33,54","17,09","23,70","50,66"
1/18/23 6:20,"29,16","35,22","59,42","33,43","18,03","24,01","55,90"
1/18/23 6:30,"29,95","42,79","58,61","33,61","18,56","24,29","53,17"
1/18/23 6:40,"30,22","42,49","59,20","33,82","18,31","24,27","57,26"
1/18/23 6:50,"29,88","42,38","58,03","36,20","19,26","24,06","58,82"
1/18/23 7:00,"29,39","40,56","59,22","36,07","19,96","23,68","59,79"
1/18/23 7:10,"28,85","42,61","61,19","36,25","17,75","23,52","54,21"
1/18/23 7:20,"28,94","38,35","59,80","35,80","16,59","23,46","60,44"
1/18/23 7:30,"28,96","40,18","62,38","35,97","16,03","23,07","77,26"
1/18/23 7:40,"30,66","40,03","62,33","35,84","17,42","21,39","85,09"
1/18/23 7:50,"31,31","40,06","61,36","35,37","18,30","19,45","91,96"
1/18/23 8:00,"32,71","37,52","63,83","35,20","18,89","19,48","91,42"
1/18/23 8:10,"34,06","42,17","64,23","35,26","18,89","19,60","95,57"
1/18/23 8:20,"34,27","41,12","64,45","39,46","18,96","19,26","92,31"
1/18/23 8:30,"33,53","42,24","65,40","45,43","19,40","18,95","86,52"
1/18/23 8:40,"30,63","42,02","66,73","47,89","17,68","19,27","88,07"
1/18/23 8:50,"29,76","43,23","65,62","54,66","15,80","20,01","86,56"
1/18/23 9:00,"30,09","44,39","66,73","56,04","14,48","19,60","90,61"
1/18/23 9:10,"30,05","46,08","64,38","57,90","13,63","19,32","91,51"
1/18/23 9:20,"29,62","43,93","64,62","59,66","13,94","19,99","87,91"
1/18/23 9:30,"31,04","43,88","67,81","58,75","13,94","19,79","83,36"
1/18/23 9:40,"33,03","45,54","67,23","59,20","14,05","19,74","87,15"
1/18/23 9:50,"33,31","47,84","65,75","58,00","14,68","19,71","84,69"
1/18/23 10:00,"33,36","48,08","64,92","58,99","13,48","19,99","86,09"
1/18/23 10:10,"33,32","48,33","59,67","56,49","14,40","20,09","84,82"
1/18/23 10:20,"32,28","48,91","48,85","49,87","14,01","19,74","88,57"
1/18/23 10:30,"32,58","51,33","52,44","48,99","13,80","19,67","85,06"
1/18/23 10:40,"34,28","53,96","55,35","50,91","14,23","19,39","85,91"
1/18/23 10:50,"33,93","55,52","56,25","49,52","13,81","20,04","85,79"
1/18/23 11:00,"34,32","53,91","56,95","50,42","13,61","19,93","87,17"
1/18/23 11:10,"34,60","52,09","58,02","50,81","12,80","19,86","88,52"
1/18/23 11:20,"36,18","52,25","54,51","47,88","11,26","19,83","92,30"
1/18/23 11:30,"37,26","52,09","56,32","45,66","10,87","19,80","96,14"
1/18/23 11:40,"37,12","52,34","57,26","46,60","10,56","20,17","90,82"
1/18/23 11:50,"37,89","54,67","54,54","46,46","10,21","20,58","92,87"
1/18/23 12:00,"37,84","56,05","55,82","46,15","9,87","20,45","84,54"
1/18/23 12:10,"37,37","57,09","58,56","46,76","10,06","21,01","84,82"
1/18/23 12:20,"38,07","58,51","55,98","47,51","10,16","20,94","83,43"
1/18/23 12:30,"37,56","56,43","54,72","46,67","10,46","21,00","85,07"
1/18/23 12:40,"37,05","60,23","56,32","47,32","10,59","20,97","80,94"
1/18/23 12:50,"37,58","61,48","53,57","47,76","10,38","21,13","76,99"
1/18/23 13:00,"37,88","60,31","54,18","48,16","10,27","21,06","81,42"
1/18/23 13:10,"36,88","62,03","54,63","45,69","9,68","21,17","83,18"
1/18/23 13:20,"35,78","61,45","54,65","45,06","9,34","21,31","81,72"
1/18/23 13:30,"36,58","61,07","55,84","46,69","10,03","20,97","84,92"
1/18/23 13:40,"36,42","59,49","53,73","45,50","10,33","21,12","86,02"
1/18/23 13:50,"35,75","58,14","52,42","46,14","10,84","20,70","81,39"
1/18/23 14:00,"35,83","55,94","53,03","45,12","11,25","20,58","79,10"
1/18/23 14:10,"35,77","55,09","52,91","44,74","11,39","20,12","84,78"
1/18/23 14:20,"36,70","54,06","51,79","43,29","10,94","20,57","88,08"
1/18/23 14:30,"37,48","54,86","49,54","41,81","12,15","20,55","86,34"
1/18/23 14:40,"37,88","54,64","50,49","41,70","11,83","20,28","86,21"
1/18/23 14:50,"37,61","54,50","48,10","41,62","11,46","20,15","85,68"
1/18/23 15:00,"36,65","52,66","45,12","41,32","11,09","20,56","80,98"
1/18/23 15:10,"36,35","53,20","47,02","40,50","11,36","20,85","80,40"
1/18/23 15:20,"37,78","53,12","47,21","40,40","14,72","20,43","75,02"
1/18/23 15:30,"36,87","51,51","44,89","38,77","17,57","20,72","73,26"
1/18/23 15:40,"37,08","51,94","45,57","36,61","16,88","21,22","75,45"
1/18/23 15:50,"36,92","53,02","47,58","38,89","16,95","21,06","73,81"
1/18/23 16:00,"35,60","53,44","43,82","38,45","16,52","21,39","75,53"
1/18/23 16:10,"35,60","53,72","45,28","36,48","15,25","21,59","73,98"
1/18/23 16:20,"35,20","54,94","47,76","36,46","15,12","21,38","77,36"
1/18/23 16:30,"34,15","55,40","45,54","36,88","16,91","20,93","81,97"
1/18/23 16:40,"33,60","53,85","45,94","34,61","16,48","19,45","81,31"
1/18/23 16:50,"33,87","51,44","47,50","32,44","17,61","19,40","80,80"
1/18/23 17:00,"35,02","51,77","45,27","31,82","18,33","18,84","79,00"
1/18/23 17:10,"36,97","52,66","45,87","31,40","17,94","18,67","77,02"
1/18/23 17:20,"35,67","51,26","48,06","31,43","17,28","20,05","77,34"
1/18/23 17:30,"34,41","52,91","48,07","33,43","18,35","21,09","80,74"
1/18/23 17:40,"34,89","51,94","49,00","33,47","18,41","21,30","81,23"
1/18/23 17:50,"34,11","53,50","49,35","33,61","18,49","21,41","80,50"
1/18/23 18:00,"32,77","55,55","49,55","34,63","17,90","21,34","73,70"
1/18/23 18:10,"30,35","57,99","55,44","35,03","16,99","21,55","79,49"
1/18/23 18:20,"30,10","59,93","64,79","35,66","16,58","22,92","81,53"
1/18/23 18:30,"30,64","63,92","66,88","36,82","15,62","24,48","80,38"
1/18/23 18:40,"30,94","67,03","70,53","36,89","15,41","25,39","76,71"
1/18/23 18:50,"30,66","65,21","70,27","36,89","16,31","26,87","76,06"
